hora,cpu,ram,disco,net_enviada,net_recibida
2026-05-11 19:51:06,7.1,63.6,22.7,560767530,2277924113
2026-05-11 19:51:07,8.1,63.6,22.7,560769438,2277958562
2026-05-11 19:51:08,7.2,63.5,22.7,561502785,2277972713
2026-05-11 19:51:09,7.8,63.3,22.7,561504919,2278000485
2026-05-11 19:51:10,7.1,63.2,22.7,561588948,2278002138
2026-05-11 19:51:11,9.5,63.3,22.7,561589602,2278003894
2026-05-11 19:51:12,8.6,63.2,22.7,561591395,2278007996
2026-05-11 19:51:13,7.8,63.3,22.7,561592838,2278013195
2026-05-11 19:51:14,7.8,63.3,22.7,561593101,2278013660
2026-05-11 19:51:15,6.3,63.4,22.7,561593446,2278014034
2026-05-11 19:51:16,8.3,63.3,22.7,561593804,2278014536
2026-05-11 19:51:17,6.9,63.4,22.7,561594017,2278014836
2026-05-11 20:17:19,6.3,58.1,22.7,632069304,2290099149
2026-05-11 20:17:20,3.8,58.1,22.7,632069304,2290099715
2026-05-11 20:17:21,2.9,58.1,22.7,632069521,2290100162
2026-05-11 20:17:22,1.5,58.1,22.7,632069611,2290100344
2026-05-11 20:17:23,2.6,58.1,22.7,632069611,2290100506
2026-05-11 20:17:24,5.3,58.2,22.7,632069611,2290100608
2026-05-11 20:17:25,4.6,58.2,22.7,632069611,2290100710
2026-05-11 20:17:26,3.2,58.2,22.7,632069611,2290100752
2026-05-11 20:17:27,26.5,58.4,22.7,632069611,2290100914
2026-05-11 20:17:28,9.2,58.4,22.7,632069611,2290101016
2026-05-11 20:17:29,3.2,58.5,22.7,632069693,2290101250
2026-05-11 20:17:30,3.9,58.5,22.7,632069783,2290101956
2026-05-11 20:17:31,3.7,58.4,22.7,632069783,2290102058
2026-05-11 20:17:32,3.0,58.4,22.7,632069838,2290102226
2026-05-11 20:17:33,2.4,58.3,22.7,632069838,2290102328
2026-05-11 20:17:34,3.0,58.3,22.7,632069838,2290102430
2026-05-11 20:17:35,4.5,58.3,22.7,632069838,2290102532
2026-05-11 20:17:36,1.7,58.3,22.7,632069920,2290102766
2026-05-11 20:17:37,4.8,58.2,22.7,632070010,2290103008
2026-05-11 20:17:38,3.5,58.1,22.7,632070010,2290103110
2026-05-11 20:17:39,8.7,58.1,22.7,632070010,2290103212
2026-05-11 20:17:40,3.1,58.1,22.7,632070010,2290103778
2026-05-11 20:17:41,2.2,58.1,22.7,632070010,2290103880
2026-05-11 20:17:42,18.8,58.3,22.7,632070010,2290103982
2026-05-11 20:17:43,5.8,58.4,22.7,632070010,2290104084
2026-05-11 20:17:44,4.4,58.3,22.7,632070162,2290104351
2026-05-11 20:17:45,5.9,58.3,22.7,632070162,2290104453
2026-05-11 20:17:46,4.8,58.3,22.7,632070162,2290104555
2026-05-11 20:17:47,5.3,58.3,22.7,632070162,2290104657
2026-05-11 20:17:48,1.4,58.3,22.7,632070217,2290104825
2026-05-11 20:17:49,3.3,58.2,22.7,632070299,2290105059
2026-05-11 20:17:50,3.7,58.2,22.7,632070299,2290105625
2026-05-11 20:17:51,2.6,58.2,22.7,632070299,2290105727
2026-05-11 20:17:52,2.6,58.2,22.7,632070389,2290105969
2026-05-11 20:17:53,3.7,58.3,22.7,632070389,2290106011
2026-05-11 20:17:54,4.8,58.3,22.7,632070389,2290106173
2026-05-11 20:17:55,2.6,58.2,22.7,632070389,2290106275
2026-05-11 20:17:56,2.8,58.2,22.7,632070471,2290106509
2026-05-11 20:17:57,22.4,58.2,22.7,632070471,2290106551
2026-05-11 20:17:58,9.1,58.1,22.7,632070471,2290106713
2026-05-11 20:17:59,3.0,58.1,22.7,632070471,2290106815
2026-05-11 20:18:00,2.1,58.1,22.7,632070561,2290107521
2026-05-11 20:18:01,4.2,58.2,22.7,632070561,2290107605
2026-05-11 20:18:02,3.2,58.2,22.7,632070561,2290107767
2026-05-11 20:18:03,2.1,58.2,22.7,632070644,2290108880
2026-05-11 20:18:04,2.9,58.2,22.7,632070644,2290108982
2026-05-11 20:18:05,2.1,58.2,22.7,632070644,2290109024
2026-05-11 20:18:06,3.1,58.2,22.7,632070699,2290109252
2026-05-11 20:18:07,3.3,58.2,22.7,632070789,2290109494
2026-05-11 20:18:08,4.4,58.2,22.7,632070789,2290109596
2026-05-11 20:18:09,2.4,58.2,22.7,632070871,2290110013
2026-05-11 20:18:10,3.8,58.2,22.7,632070871,2290110639
2026-05-11 20:18:11,3.0,58.2,22.7,632070871,2290110741
2026-05-11 20:18:12,18.0,58.7,22.7,632074149,2290114800
2026-05-11 20:26:12,5.4,64.4,22.7,652053232,2302212618
2026-05-11 20:26:13,3.8,64.4,22.7,652053232,2302212720
2026-05-11 20:26:14,3.3,64.3,22.7,652053322,2302213004
2026-05-11 20:26:15,3.1,64.2,22.7,652053377,2302213160
2026-05-11 20:26:16,3.1,64.1,22.7,652053377,2302213220
2026-05-11 20:26:17,3.6,63.9,22.7,652053467,2302213522
2026-05-11 20:26:18,1.9,63.9,22.7,652053467,2302213666
2026-05-11 20:26:19,3.9,63.8,22.7,652054148,2302214445
2026-05-11 20:26:20,5.4,63.9,22.7,652079550,2302224146
2026-05-11 20:26:21,2.2,63.9,22.7,652079948,2302226496
2026-05-11 20:26:22,5.1,63.9,22.7,652080520,2302227340
2026-05-11 20:26:23,16.7,64.0,22.7,652080574,2302227496
2026-05-11 20:26:24,3.7,64.0,22.7,652080737,2302227780
2026-05-11 20:26:25,3.5,64.0,22.7,652080979,2302228186
2026-05-11 20:26:26,3.7,64.0,22.7,652081180,2302228516
2026-05-11 20:26:27,2.2,63.9,22.7,652081235,2302228684
2026-05-11 20:26:28,1.8,63.9,22.7,652081479,2302229038
2026-05-11 20:26:29,3.1,63.9,22.7,652081624,2302229346
2026-05-11 20:26:30,2.2,63.9,22.7,652081624,2302229490
2026-05-11 20:26:31,2.9,63.9,22.7,652081624,2302230056
2026-05-11 20:26:32,4.0,63.9,22.7,652081714,2302230256
2026-05-11 20:26:33,3.1,63.9,22.7,652081714,2302230358
2026-05-11 20:26:34,3.4,63.8,22.7,652081769,2302230568
2026-05-11 20:26:35,3.6,63.8,22.7,652081769,2302230628
2026-05-11 20:26:36,3.0,63.8,22.7,652081769,2302230730
2026-05-11 20:26:37,4.5,63.8,22.7,652081859,2302230972
